INDEX	name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	___comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	___quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	n_idx	typeindex	type2index	enName	minac	maxac	calc1	calc2	calc3	typeindex__STR	type2index__STR	
gfg	Flawed Emerald	1	0	0	0	5	0	0	6	0	0	1	1		gfg	gfg	gfg	16	1	1	0	0	0	flpgsg	invgsgb		0	xxx			0	geme	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gsg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					587	99	92	Flawed Emerald	0	0	0	0	0	0	0		
gsg	Emerald	1	0	0	0	12	0	0	7	0	0	1	1		gsg	gsg	gsg	16	1	1	0	0	0	flpgsg	invgsgc		0	xxx			0	geme	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	glg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					588	99	93	Emerald	0	0	0	0	0	0	0		
glg	Flawless Emerald	1	0	0	0	15	0	0	8	0	0	1	1		glg	glg	glg	16	1	1	0	0	0	flpgsg	invgsgd		0	xxx			0	geme	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gpg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					589	99	94	Flawless Emerald	0	0	0	0	0	0	0		
gpg	Perfect Emerald	1	0	0	0	18	0	0	9	0	0	1	1		gpg	gpg	gpg	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	geme	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					590	99	95	Perfect Emerald	0	0	0	0	0	0	0		
gcr	Chipped Ruby	1	0	0	0	1	0	0	6	0	0	1	1		gcr	gcr	gcr	16	1	1	0	0	0	flpgsr	invgsra		0	xxx			0	gemr	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gfr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					591	100	91	Chipped Ruby	0	0	0	0	0	0	0		
gfr	Flawed Ruby	1	0	0	0	5	0	0	7	0	0	1	1		gfr	gfr	gfr	16	1	1	0	0	0	flpgsr	invgsrb		0	xxx			0	gemr	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gsr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					592	100	92	Flawed Ruby	0	0	0	0	0	0	0		
gsr	Ruby	1	0	0	0	12	0	0	8	0	0	1	1		gsr	gsr	gsr	16	1	1	0	0	0	flpgsr	invgsrc		0	xxx			0	gemr	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	glr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					593	100	93	Ruby	0	0	0	0	0	0	0		
glr	Flawless Ruby	1	0	0	0	15	0	0	9	0	0	1	1		glr	glr	glr	16	1	1	0	0	0	flpgsr	invgsrd		0	xxx			0	gemr	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gpr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					594	100	94	Flawless Ruby	0	0	0	0	0	0	0		
gpr	Perfect Ruby	1	0	0	0	18	0	0	10	0	0	1	1		gpr	gpr	gpr	16	1	1	0	0	0	flpgsr	invgsre		0	xxx			0	gemr	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					595	100	95	Perfect Ruby	0	0	0	0	0	0	0		
gcw	Chipped Diamond	1	0	0	0	1	0	0	7	0	0	1	1		gcw	gcw	gcw	16	1	1	0	0	0	flpgsw	invgswa		0	xxx			0	gemd	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gfw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					596	98	91	Chipped Diamond	0	0	0	0	0	0	0		
gfw	Flawed Diamond	1	0	0	0	5	0	0	8	0	0	1	1		gfw	gfw	gfw	16	1	1	0	0	0	flpgsw	invgswb		0	xxx			0	gemd	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gsw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					597	98	92	Flawed Diamond	0	0	0	0	0	0	0		
gsw	Diamond	1	0	0	0	12	0	0	9	0	0	1	1		gsw	gsw	gsw	16	1	1	0	0	0	flpgsw	invgswc		0	xxx			0	gemd	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	glw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					598	98	93	Diamond	0	0	0	0	0	0	0		
glw	Flawless Diamond	1	0	0	0	15	0	0	10	0	0	1	1		glw	glw	glw	16	1	1	0	0	0	flpgsw	invgswd		0	xxx			0	gemd	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	gpw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					599	98	94	Flawless Diamond	0	0	0	0	0	0	0		
gpw	Perfect Diamond	1	0	0	0	18	0	0	11	0	0	1	1		gpw	gpw	gpw	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	gemd	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					600	98	95	Perfect Diamond	0	0	0	0	0	0	0		
skc	Chipped Skull	1	0	0	0	1	0	0	8	0	0	1	1		skc	skc	skc	16	1	1	0	0	0	flpskl	invskc		0	xxx			0	gemz	gem0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	skf	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					601	103	91	Chipped Skull	0	0	0	0	0	0	0		
skf	Flawed Skull	1	0	0	0	5	0	0	9	0	0	1	1		skf	skf	skf	16	1	1	0	0	0	flpskl	invskf		0	xxx			0	gemz	gem1	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	sku	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					602	103	92	Flawed Skull	0	0	0	0	0	0	0		
sku	Skull	1	0	0	0	12	0	0	10	0	0	1	1		sku	sku	sku	16	1	1	0	0	0	flpskl	invsku		0	xxx			0	gemz	gem2	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	skl	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					603	103	93	Skull	0	0	0	0	0	0	0		
skl	Flawless Skull	1	0	0	0	15	0	0	11	0	0	1	1		skl	skl	skl	16	1	1	0	0	0	flpskl	invskl		0	xxx			0	gemz	gem3	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	skz	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					604	103	94	Flawless Skull	0	0	0	0	0	0	0		
skz	Perfect Skull	1	0	0	0	18	0	0	12	0	0	1	1		skz	skz	skz	16	1	1	0	0	0	flpskl	invskz		0	xxx			0	gemz	gem4	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1	1	inferiorGemDescription	inferiorGemDescription			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					605	103	95	Perfect Skull	0	0	0	0	0	0	0		
hp1	Minor Healing Potion	1	0	0	0	0	0	0	1	1	0	1	30		hp1	hp1	hp1	16	1	1	0	0	0	flprps	invhp1		0	xxx			1	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	healthpot			100	hpregen	max(stat('maxhp'.accr)/256/4,30)		-1		-1	2	ItemStats1q		max(stat('maxhp'.accr)/256/4,30)		0	0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4	hp5	0	0	1	1			606	76	0	ÿc1HP1	0	0	0	0	0	0	0		
hp2	Light Healing Potion	1	0	0	0	0	0	0	1	1	0	1	75		hp2	hp2	hp2	16	1	1	0	0	0	flprps	invhp2		0	xxx			1	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	healthpot			100	hpregen	max(stat('maxhp'.accr)/256/4,60)		-1		-1	2	ItemStats1q		max(stat('maxhp'.accr)/256/4,60)		0	0	0	0	non	0					255					255					255	1	1			255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4	hp5	0	0	1	1			607	76	0	ÿc1HP2	0	0	0	0	0	0	0		
hp3	Healing Potion	1	0	0	0	0	0	0	1	1	0	1	125		hp3	hp3	hp3	16	1	1	0	0	0	flprps	invhp3		0	xxx			1	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	healthpot			100	hpregen	max(stat('maxhp'.accr)/256/3,100)		-1		-1	2	ItemStats1q		max(stat('maxhp'.accr)/256/3,100)		0	0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4	hp5	0	0	1	1			608	76	0	ÿc1HP3	0	0	0	0	0	0	0		
hp4	Greater Healing Potion	1	0	0	0	0	0	0	1	1	0	1	250		hp4	hp4	hp4	16	1	1	0	0	0	flprpl	invhp4		0	xxx			1	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	healthpot			100	hpregen	max(stat('maxhp'.accr)/256/3,180)		-1		-1	2	ItemStats1q		max(stat('maxhp'.accr)/256/3,180)		0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	hp5	0	0	1	1			609	76	0	ÿc1HP4	0	0	0	0	0	0	0		
hp5	Super Healing Potion	1	0	0	0	0	0	0	1	1	0	1	500		hp5	hp5	hp5	16	1	1	0	0	0	flprpl	invhp5		0	xxx			1	hpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	healthpot			100	hpregen	max(stat('maxhp'.accr)/256/2,320)		-1		-1	2	ItemStats1q		max(stat('maxhp'.accr)/256/2,320)		0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0	1	1			610	76	0	ÿc1HP5	0	0	0	0	0	0	0		
mp1	Minor Mana Potion	1	0	0	0	0	0	0	1	1	0	1	60		mp1	mp1	mp1	16	1	1	0	0	0	flpbps	invmp1		0	xxx			1	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	manapot			100	manarecovery	max(stat('maxmana'.accr)/256/4,20)		-1		-1	2	ItemStats1q		max(stat('maxmana'.accr)/256/4,20)		0	0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4	mp5	0	0	1	1			611	77	0	ÿcPMP1	0	0	0	0	0	0	0		
mp2	Light Mana Potion	1	0	0	0	0	0	0	1	1	0	1	150		mp2	mp2	mp2	16	1	1	0	0	0	flpbps	invmp2		0	xxx			1	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	manapot			100	manarecovery	max(stat('maxmana'.accr)/256/4,40)		-1		-1	2	ItemStats1q		max(stat('maxmana'.accr)/256/4,40)		0	0	0	0	non	0					255					255					255	1	1			255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4	mp5	0	0	1	1			612	77	0	ÿcPMP2	0	0	0	0	0	0	0		
mp3	Mana Potion	1	0	0	0	0	0	0	1	1	0	1	300		mp3	mp3	mp3	16	1	1	0	0	0	flpbps	invmp3		0	xxx			1	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	manapot			100	manarecovery	max(stat('maxmana'.accr)/256/3,80)		-1		-1	2	ItemStats1q		max(stat('maxmana'.accr)/256/3,80)		0	0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4	mp5	0	0	1	1			613	77	0	ÿcPMP3	0	0	0	0	0	0	0		
mp4	Greater Mana Potion	1	0	0	0	0	0	0	1	1	0	1	500		mp4	mp4	mp4	16	1	1	0	0	0	flpbpl	invmp4		0	xxx			1	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	manapot			100	manarecovery	max(stat('maxmana'.accr)/256/3,150)		-1		-1	2	ItemStats1q		max(stat('maxmana'.accr)/256/3,150)		0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	mp5	0	0	1	1			614	77	0	ÿcPMP4	0	0	0	0	0	0	0		
mp5	Super Mana Potion	1	0	0	0	0	0	0	1	1	0	1	1000		mp5	mp5	mp5	16	1	1	0	0	0	flpbpl	invmp5		0	xxx			1	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0	0		0	-1	4	manapot			100	manarecovery	max(stat('maxmana'.accr)/256/2,250)		-1		-1	2	ItemStats1q		max(stat('maxmana'.accr)/256/2,250)		0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0	1	1			615	77	0	ÿcPMP5	0	0	0	0	0	0	0		
hrb	Herb	0	100	3	0	0	0	0	3	0	0	1	75		hrb	hrb	hrb	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	herb		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0	0		0	-1	10	innersight			1000	velocitypercent	25		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					616	8	0	Herb	0	0	0	0	0	0	0		
cm1	Small Charm	0	100	28	1	0	0	0	4	1	0	1	2000	45000	cm1	rld	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						309	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					617	82	0	Small Charmÿc2*ÿc3	0	0	0	0	0	0	0		
cm2	Large Charm	0	100	14	1	0	0	0	8	1	0	1	1000	38000	cm2	rda	cm2	16	1	2	0	0	0	flpchm2	invwnd		0	xxx			0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						310	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					618	83	0	Large Charmÿc2*ÿc3	0	0	0	0	0	0	0		
cm3	Grand Charm	0	100	1	1	0	0	0	12	1	0	1	600	32000	cm3	rgd	cm3	16	1	3	0	0	0	flpchm3	invsst		0	xxx			0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						311	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	0	0					619	84	0	Grand Charmÿc2*ÿc3	0	0	0	0	0	0	0		
rps	Small Red Potion	1	100	0	0	0	0	0	1	0	0	1	100		rps	rps	rps	16	1	1	0	0	0	flprps	invrps		0	xxx			0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					620	76	0	d2r string by name [EN#rps] not found for language [enUS]	0	0	0	0	0	0	0		
rpl	Large Red Potion	1	100	0	0	0	0	0	1	0	0	1	100		rpl	rpl	rpl	16	1	1	0	0	0	flprpl	invrpl		0	xxx			0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					621	76	0	d2r string by name [EN#rpl] not found for language [enUS]	0	0	0	0	0	0	0		
bps	Small Blue Potion	1	100	0	0	0	0	0	1	0	0	1	100		bps	bps	bps	16	1	1	0	0	0	flpbps	invbps		0	xxx			0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					622	77	0	d2r string by name [EN#bps] not found for language [enUS]	0	0	0	0	0	0	0		
bpl	Large Blue Potion	1	100	0	0	0	0	0	1	0	0	1	100		bpl	bpl	bpl	16	1	1	0	0	0	flpbpl	invbpl		0	xxx			0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					623	77	0	d2r string by name [EN#bpl] not found for language [enUS]	0	0	0	0	0	0	0		
r01	El Rune	1	100	11	0	11	0	0	1	1	0	1	560		r01	r01	r01	16	1	1	0	0	0	flprun	invrEl		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					624	74	0	El Rune ÿc9(ÿc0#1ÿc9)	0	0	0	0	0	0	0		
r02	Eld Rune	1	100	11	0	11	0	0	1	1	0	1	560		r02	r02	r02	16	1	1	0	0	0	flprun	invrEld		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					625	74	0	Eld Rune ÿc9(ÿc0#2ÿc9)	0	0	0	0	0	0	0		
r03	Tir Rune	1	100	13	0	13	0	0	2	1	0	1	1260		r03	r03	r03	16	1	1	0	0	0	flprun	invrTir		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					626	74	0	Tir Rune ÿc9(ÿc0#3ÿc9)	0	0	0	0	0	0	0		
r04	Nef Rune	1	100	13	0	13	0	0	2	1	0	1	1260		r04	r04	r04	16	1	1	0	0	0	flprun	invrNef		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					627	74	0	Nef Rune ÿc9(ÿc0#4ÿc9)	0	0	0	0	0	0	0		
r05	Eth Rune	1	100	15	0	15	0	0	3	1	0	1	2240		r05	r05	r05	16	1	1	0	0	0	flprun	invrEth		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					628	74	0	Eth Rune ÿc9(ÿc0#5ÿc9)	0	0	0	0	0	0	0		
r06	Ith Rune	1	100	15	0	15	0	0	3	1	0	1	2240		r06	r06	r06	16	1	1	0	0	0	flprun	invrIth		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					629	74	0	Ith Rune ÿc9(ÿc0#6ÿc9)	0	0	0	0	0	0	0		
r07	Tal Rune	1	100	17	0	17	0	0	4	1	0	1	3500		r07	r07	r07	16	1	1	0	0	0	flprun	invrTal		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					630	74	0	Tal Rune ÿc9(ÿc0#7ÿc9)	0	0	0	0	0	0	0		
r08	Ral Rune	1	100	19	0	19	0	0	5	1	0	1	5040		r08	r08	r08	16	1	1	0	0	0	flprun	invrRal		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					631	74	0	Ral Rune ÿc9(ÿc0#8ÿc9)	0	0	0	0	0	0	0		
r09	Ort Rune	1	100	21	0	21	0	0	6	1	0	1	6860		r09	r09	r09	16	1	1	0	0	0	flprun	invrOrt		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					632	74	0	Ort Rune ÿc9(ÿc0#9ÿc9)	0	0	0	0	0	0	0		
r10	Thul Rune	1	100	23	0	23	0	0	7	1	0	1	8960		r10	r10	r10	16	1	1	0	0	0	flprun	invrThul		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					633	74	0	Thul Rune ÿc9(ÿc0#10ÿc9)	0	0	0	0	0	0	0		
r11	Amn Rune	1	100	25	0	25	0	0	8	1	0	1	11340		r11	r11	r11	16	1	1	0	0	0	flprun	invrAmn		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					634	74	0	Amn Rune ÿc9(ÿc0#11ÿc9)	0	0	0	0	0	0	0		
r12	Sol Rune	1	100	27	0	27	0	0	9	1	0	1	14000		r12	r12	r12	16	1	1	0	0	0	flprun	invrSol		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0	0		0	-1	-1						-1		-1		-1						0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	0					635	74	0	Sol Rune ÿc9(ÿc0#12ÿc9)	0	0	0	0	0	0	0		
