INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Battlemaiden Item (H) Desecrated E	Battlemaiden Item (H) Desecrated E	0	0	5	0	0	0	0	10	Act 3 (H) Good	3	Act 3 (H) Equip C	20	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Battlemaiden Item (H) Desecrated F	Battlemaiden Item (H) Desecrated F	0	0	5	0	0	0	0	10	Act 3 (H) Good	3	Act 3 (H) Equip C	20	Potion 4	5	Gold 2.5x	7		0		0		0		0		0		0							0	
Battlemaiden	Battlemaiden	0	0	-2	800	800	900	1024	0	Battlemaiden Item	1	Rune Boss Low	1		0		0		0		0		0		0		0		0							0	
Battlemaiden Desecrated A	Battlemaiden Desecrated A	27	28	-3	800	800	900	1024	0	Norm TZ Generic	1	Battlemaiden Item Desecrated A	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Battlemaiden Desecrated B	Battlemaiden Desecrated B	27	38	-3	800	800	900	1024	0	Norm TZ Generic	1	Battlemaiden Item Desecrated B	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Battlemaiden Desecrated C	Battlemaiden Desecrated C	27	48	-3	800	800	900	1024	0	Norm TZ Generic	1	Battlemaiden Item Desecrated C	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Battlemaiden (N)	Battlemaiden (N)	0	0	-2	800	800	900	1024	0	Battlemaiden Item (N)	1	Rune Boss Low (N)	1		0		0		0		0		0		0		0		0							0	
Battlemaiden (N) Desecrated A	Battlemaiden (N) Desecrated A	27	60	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Battlemaiden Item (N) Desecrated A	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (N) Desecrated B	Battlemaiden (N) Desecrated B	27	66	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Battlemaiden Item (N) Desecrated B	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (N) Desecrated C	Battlemaiden (N) Desecrated C	27	73	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Battlemaiden Item (N) Desecrated C	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H)	Battlemaiden (H)	0	0	-2	800	800	900	1024	0	Battlemaiden Item (H)	1	Rune Boss Low (H)	1		0		0		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated A	Battlemaiden (H) Desecrated A	27	88	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated D	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated B	Battlemaiden (H) Desecrated B	27	93	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated E	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated C	Battlemaiden (H) Desecrated C	27	96	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated F	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated D	Battlemaiden (H) Desecrated D	27	90	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated D	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated E	Battlemaiden (H) Desecrated E	27	93	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated E	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Battlemaiden (H) Desecrated F	Battlemaiden (H) Desecrated F	27	96	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Battlemaiden Item (H) Desecrated F	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Council Item	Council Item	0	0	3	0	0	0	0	5	Act 4 Good	3	Act 4 Equip A	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item Desecrated A	Council Item Desecrated A	0	0	3	0	0	0	0	5	Act 4 Good	3	Act 4 Equip B	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item Desecrated B	Council Item Desecrated B	0	0	3	0	0	0	0	5	Act 5 Good	3	Act 5 Equip C	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item Desecrated C	Council Item Desecrated C	0	0	3	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip A	30	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item (N)	Council Item (N)	0	0	3	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip A	30	Potion 3	10	Gold 2x	14		0		0		0		0		0		0							0	
Council Item (N) Desecrated A	Council Item (N) Desecrated A	0	0	3	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip B	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item (N) Desecrated B	Council Item (N) Desecrated B	0	0	3	0	0	0	0	5	Act 5 (N) Good	3	Act 5 (N) Equip C	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item (N) Desecrated C	Council Item (N) Desecrated C	0	0	3	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip A	30	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Council Item (H)	Council Item (H)	0	0	3	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip A	30	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Council Item (H) Desecrated A	Council Item (H) Desecrated A	0	0	3	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Council Item (H) Desecrated B	Council Item (H) Desecrated B	0	0	3	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip C	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Council Item (H) Desecrated C	Council Item (H) Desecrated C	0	0	3	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip A	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Council Item (H) Desecrated D	Council Item (H) Desecrated D	0	0	3	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Council Item (H) Desecrated E	Council Item (H) Desecrated E	0	0	3	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip C	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Council	Council	0	0	-1	650	800	800	1024	0	Council Item	1		0		0		0		0		0		0		0		0		0							0	
Council Desecrated A	Council Desecrated A	25	28	-2	650	800	800	1024	0	Norm TZ Generic	1	Council Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Council Desecrated B	Council Desecrated B	25	38	-2	650	800	800	1024	0	Norm TZ Generic	1	Council Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Council Desecrated C	Council Desecrated C	25	48	-2	650	800	800	1024	0	Norm TZ Generic	1	Council Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Council (N)	Council (N)	0	0	-1	650	800	800	1024	0	Council Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Council (N) Desecrated A	Council (N) Desecrated A	25	57	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Council Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Council (N) Desecrated B	Council (N) Desecrated B	25	66	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Council Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Council (N) Desecrated C	Council (N) Desecrated C	25	73	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Council Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Council (H)	Council (H)	0	0	-1	650	800	800	1024	0	Council Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Council (H) Desecrated A	Council (H) Desecrated A	25	85	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Council Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Council (H) Desecrated B	Council (H) Desecrated B	25	87	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Council Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Council (H) Desecrated C	Council (H) Desecrated C	25	90	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Council Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Council (H) Desecrated D	Council (H) Desecrated D	25	93	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Council Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Council (H) Desecrated E	Council (H) Desecrated E	25	96	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Council Item (H) Desecrated E	1		0		0		0		0		0		0		0							0	
Mephisto Item	Mephisto Item	0	0	6	0	0	0	0	5	Act 4 Good	4	Act 4 Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item Desecrated A	Mephisto Item Desecrated A	22	26	6	0	0	0	0	5	Act 4 Good	4	Act 4 Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item Desecrated B	Mephisto Item Desecrated B	22	38	6	0	0	0	0	5	Act 4 Good	4	Act 4 Equip B	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item Desecrated C	Mephisto Item Desecrated C	22	48	6	0	0	0	0	5	Act 5 (N) Good	4	Act 5 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item (N)	Mephisto Item (N)	0	0	6	0	0	0	0	5	Act 4 (N) Good	4	Act 4 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item (N) Desecrated A	Mephisto Item (N) Desecrated A	22	59	6	0	0	0	0	5	Act 4 (N) Good	4	Act 4 (N) Equip B	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item (N) Desecrated B	Mephisto Item (N) Desecrated B	22	66	6	0	0	0	0	5	Act 4 (N) Good	4	Act 4 (N) Equip C	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item (N) Desecrated C	Mephisto Item (N) Desecrated C	22	73	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Mephisto Item (H)	Mephisto Item (H)	0	0	6	0	0	0	0	5	Act 4 (H) Good	4	Act 4 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Mephisto Item (H) Desecrated A	Mephisto Item (H) Desecrated A	0	0	6	0	0	0	0	5	Act 4 (H) Good	4	Act 4 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Mephisto Item (H) Desecrated B	Mephisto Item (H) Desecrated B	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Mephisto Item (H) Desecrated C	Mephisto Item (H) Desecrated C	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Mephisto Item (H) Desecrated D	Mephisto Item (H) Desecrated D	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Mephisto	Mephisto	0	0	-1	983	983	983	1024	0	Mephisto Item	1		0		0		0		0		0		0		0		0		0							0	
Mephisto Desecrated A	Mephisto Desecrated A	22	26	-2	983	983	983	1024	0	Norm TZ Generic	1	Mephisto Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Mephisto Desecrated B	Mephisto Desecrated B	22	38	-2	983	983	983	1024	0	Norm TZ Generic	1	Mephisto Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Mephisto Desecrated C	Mephisto Desecrated C	22	48	-2	983	983	983	1024	0	Norm TZ Generic	1	Mephisto Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Mephisto (N)	Mephisto (N)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Mephisto Item (N)	1		0		0		0		0		0		0		0		0							0	
Mephisto (N) Desecrated A	Mephisto (N) Desecrated A	22	59	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Mephisto Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Mephisto (N) Desecrated B	Mephisto (N) Desecrated B	22	66	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Mephisto Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Mephisto (N) Desecrated C	Mephisto (N) Desecrated C	22	73	-3	983	983	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Mephisto Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Mephisto (H)	Mephisto (H)	0	0	-2	983	983	983	1024	0	NMH Boss	1	Mephisto Item (H)	1		0		0		0		0		0		0		0		0							0	
Mephisto (H) Desecrated A	Mephisto (H) Desecrated A	22	87	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Mephisto Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Mephisto (H) Desecrated B	Mephisto (H) Desecrated B	22	90	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Mephisto Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Mephisto (H) Desecrated C	Mephisto (H) Desecrated C	22	93	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Mephisto Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Mephisto (H) Desecrated D	Mephisto (H) Desecrated D	22	96	-3	983	983	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Mephisto Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Mephistoq Item	Mephistoq Item	0	0	6	0	0	0	0	5	Act 4 Good	3	Act 4 Equip A	52		0		0		0		0		0		0		0		0							0	
Mephistoq Item (N)	Mephistoq Item (N)	0	0	6	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip A	52		0		0		0		0		0		0		0		0							0	
Mephistoq Item (H)	Mephistoq Item (H)	0	0	6	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip A	52		0		0		0		0		0		0		0		0							0	
Mephistoq	Mephistoq	0	0	-2	993	993	1024	1024	0	Assemblage Orb (Normal)	1	Mephistoq Item	1		0		0		0		0		0		0		0		0							0	
Mephistoq (N)	Mephistoq (N)	0	0	-2	993	993	1024	1024	0	Assemblage Orb (Normal)	1	Mephistoq Item (N)	1		0		0		0		0		0		0		0		0							0	
Mephistoq (H)	Mephistoq (H)	0	0	-2	993	993	1024	1024	0	Assemblage Orb (Normal)	1	Mephistoq Item (H)	1		0		0		0		0		0		0		0		0							0	
Izual Item	Izual Item	0	0	5	0	0	0	0	5	Act 4 Good	3	Act 4 Equip B	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item Desecrated A	Izual Item Desecrated A	32	29	5	0	0	0	0	5	Act 4 Good	3	Act 4 Equip B	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item Desecrated B	Izual Item Desecrated B	32	38	5	0	0	0	0	5	Act 5 Good	3	Act 5 Equip C	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item Desecrated C	Izual Item Desecrated C	32	48	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip A	25	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item (N)	Izual Item (N)	0	0	5	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip B	25	Potion 3	10	Gold 2x	14		0		0		0		0		0		0							0	
Izual Item (N) Desecrated A	Izual Item (N) Desecrated A	32	60	5	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip B	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item (N) Desecrated B	Izual Item (N) Desecrated B	32	66	5	0	0	0	0	5	Act 5 (N) Good	3	Act 5 (N) Equip C	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item (N) Desecrated C	Izual Item (N) Desecrated C	32	73	5	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip A	25	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Izual Item (H)	Izual Item (H)	0	0	5	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip B	25	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Izual Item (H) Desecrated A	Izual Item (H) Desecrated A	0	0	5	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip B	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Izual Item (H) Desecrated B	Izual Item (H) Desecrated B	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Izual Item (H) Desecrated C	Izual Item (H) Desecrated C	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip B	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Izual Item (H) Desecrated D	Izual Item (H) Desecrated D	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Izual	Izual	0	0	-1	800	800	972	1024	0	Izual Item	1		0		0		0		0		0		0		0		0		0							0	
Izual Desecrated A	Izual Desecrated A	32	29	-2	800	800	972	1024	0	Norm TZ Generic	1	Izual Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Izual Desecrated B	Izual Desecrated B	32	38	-2	800	800	972	1024	0	Norm TZ Generic	1	Izual Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Izual Desecrated C	Izual Desecrated C	32	48	-2	800	800	972	1024	0	Norm TZ Generic	1	Izual Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Izual (N)	Izual (N)	0	0	-1	800	800	972	1024	0	Izual Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Izual (N) Desecrated A	Izual (N) Desecrated A	32	60	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Izual Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Izual (N) Desecrated B	Izual (N) Desecrated B	32	66	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Izual Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Izual (N) Desecrated C	Izual (N) Desecrated C	32	73	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Izual Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Izual (H)	Izual (H)	0	0	-1	800	800	972	1024	0	Izual Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Izual (H) Desecrated A	Izual (H) Desecrated A	32	86	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Izual Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Izual (H) Desecrated B	Izual (H) Desecrated B	32	90	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Izual Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Izual (H) Desecrated C	Izual (H) Desecrated C	32	93	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Izual Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Izual (H) Desecrated D	Izual (H) Desecrated D	32	96	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Izual Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Hephasto Item	Hephasto Item	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip A	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item Desecrated A	Hephasto Item Desecrated A	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip A	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item Desecrated B	Hephasto Item Desecrated B	0	0	5	0	0	0	0	10	Act 5 Good	3	Act 5 Equip C	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item Desecrated C	Hephasto Item Desecrated C	0	0	5	0	0	0	0	10	Act 3 (N) Good	3	Act 3 (N) Equip C	30	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item (N)	Hephasto Item (N)	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip A	30	Potion 3	10	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (N) Desecrated A	Hephasto Item (N) Desecrated A	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip A	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item (N) Desecrated B	Hephasto Item (N) Desecrated B	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 5 (N) Equip C	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item (N) Desecrated C	Hephasto Item (N) Desecrated C	0	0	5	0	0	0	0	10	Act 3 (H) Good	3	Act 3 (H) Equip A	30	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Hephasto Item (H)	Hephasto Item (H)	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	30	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated A	Hephasto Item (H) Desecrated A	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated B	Hephasto Item (H) Desecrated B	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated C	Hephasto Item (H) Desecrated C	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated D	Hephasto Item (H) Desecrated D	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated E	Hephasto Item (H) Desecrated E	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto Item (H) Desecrated F	Hephasto Item (H) Desecrated F	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Hephasto	Hephasto	0	0	-2	800	800	900	1024	0	Hephasto Item	1	Rune Boss Low	1		0		0		0		0		0		0		0		0							0	
Hephasto Desecrated A	Hephasto Desecrated A	27	28	-3	800	800	900	1024	0	Norm TZ Generic	1	Hephasto Item Desecrated A	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Hephasto Desecrated B	Hephasto Desecrated B	27	38	-3	800	800	900	1024	0	Norm TZ Generic	1	Hephasto Item Desecrated B	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Hephasto Desecrated C	Hephasto Desecrated C	27	48	-3	800	800	900	1024	0	Norm TZ Generic	1	Hephasto Item Desecrated C	1	Rune Boss High Desecrated	1		0		0		0		0		0		0		0							0	
Hephasto (N)	Hephasto (N)	0	0	-2	800	800	900	1024	0	Hephasto Item (N)	1	Rune Boss High (N)	1		0		0		0		0		0		0		0		0							0	
Hephasto (N) Desecrated A	Hephasto (N) Desecrated A	27	60	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Hephasto Item (N) Desecrated A	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (N) Desecrated B	Hephasto (N) Desecrated B	27	66	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Hephasto Item (N) Desecrated B	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (N) Desecrated C	Hephasto (N) Desecrated C	27	73	-4	800	800	900	1024	0	NM TZ Generic	1	Sunder Charms	1	Hephasto Item (N) Desecrated C	1	Rune Boss High (N) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H)	Hephasto (H)	0	0	-2	800	800	900	1024	0	Hephasto Item (H)	1	Rune Boss Low (H)	1		0		0		0		0		0		0		0		0							0	
Hephasto (H) Desecrated A	Hephasto (H) Desecrated A	27	88	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated D	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H) Desecrated B	Hephasto (H) Desecrated B	27	93	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated E	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H) Desecrated C	Hephasto (H) Desecrated C	27	96	-4	800	800	900	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated F	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H) Desecrated D	Hephasto (H) Desecrated D	27	90	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated D	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H) Desecrated E	Hephasto (H) Desecrated E	27	93	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated E	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Hephasto (H) Desecrated F	Hephasto (H) Desecrated F	27	96	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Hephasto Item (H) Desecrated F	1	Rune Boss High (H) Desecrated	1		0		0		0		0		0		0							0	
Diablo Item	Diablo Item	0	0	6	0	0	0	0	5	Act 5 Good	4	Act 5 Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Diablo Item Desecrated A	Diablo Item Desecrated A	23	40	6	0	0	0	0	5	Act 1 (N) Good	4	Act 1 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Diablo Item Desecrated B	Diablo Item Desecrated B	23	48	6	0	0	0	0	5	Act 3 (N) Good	4	Act 3 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Diablo Item (N)	Diablo Item (N)	0	0	6	0	0	0	0	5	Act 5 (N) Good	4	Act 5 (N) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Diablo Item (N) Desecrated A	Diablo Item (N) Desecrated A	23	62	6	0	0	0	0	5	Act 5 (N) Good	4	Act 5 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Diablo Item (N) Desecrated B	Diablo Item (N) Desecrated B	23	67	6	0	0	0	0	5	Act 1 (H) Good	4	Act 1 (H) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
