INDEX	code	___Enabled	___Tooltip	func1	stat1	set1	val1	func2	stat2	set2	val2	func3	stat3	set3	val3	func4	stat4	set4	val4	func5	stat5	set5	val5	func6	stat6	set6	val6	func7	stat7	set7	val7	___Parameter	___Min	___Max	___Notes	___eol	stat1__STR	stat2__STR	stat3__STR	stat4__STR	stat5__STR	stat6__STR	stat7__STR	
377	pierce-elem	1	-# % Enemy Elemental Resistances	1	333	0	0	3	334	0	0	3	335	0	0	3	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min%	Max %		0	passive_fire_pierce	passive_ltng_pierce	passive_cold_pierce	passive_pois_pierce				
378	Dye-White	1		17	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_White							
379	Dye-Black	1		17	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Black							
380	Dye-Blue	1		17	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Blue							
381	Dye-Red	1		17	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Red							
382	Dye-Green	1		17	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Green							
383	Dye-Yellow	1		17	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Yellow							
384	Dye-Purple	1		17	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Purple							
385	Dye-Orange	1		17	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Orange							
386	Dye-Tracker	1		17	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	Dye_Tracker							
387	dmg3%	1	+#% Extra Throwing Weapon Damage	15	418	0	0	16	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-100	411		0	pl_minthrowdmg_percent	pl_maxthrowdmg_percent						
