INDEX	Name	___ Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add	code	mod1code__STR	mod1param__STR	mod2code__STR	mod2param__STR	mod3code__STR	mod3param__STR	itype1__STR	itype2__STR	itype3__STR	itype4__STR	itype5__STR	itype6__STR	itype7__STR	etype1__STR	etype2__STR	etype3__STR	etype4__STR	etype5__STR	
338	of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	40		35				48	6	161	8	0	0	-1	0	0	0	-1	0	0	0		3	51	0	0	0	0	0	0	0	0	0	0	0	0	of Thorns	thorns/lvl		0		0	tors	shld											
339	of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	67		62				48	6	161	12	0	0	-1	0	0	0	-1	0	0	0		3	51	0	0	0	0	0	0	0	0	0	0	0	0	of Thorns	thorns/lvl		0		0	tors	shld											
340	of Malice	Attacker Takes Damage of #	100	1	1	37	40	29				48	6	54	0	1	5	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Malice	thorns	0		0		0	jewl												
341	of Thorns	Attacker Takes Damage of #	100	1	1	1	13	1				48	6	54	0	1	1	-1	0	0	0	-1	0	0	0		3	19	51	0	0	0	0	0	0	0	0	0	0	0	of Thorns	thorns	0		0		0	tors	belt	shld										
342	of Swords	Attacker Takes Damage of #	100	1	1	55		45				36	6	54	0	21	40	-1	0	0	0	-1	0	0	0	oran	3	51	75	19	0	0	0	0	0	0	0	0	0	0	of Swords	thorns	0		0		0	tors	shld	circ	belt									
343	of Swords	Attacker Takes Damage of #	100	1	1	65		55				24	6	54	0	41	50	-1	0	0	0	-1	0	0	0	oran	3	51	75	19	0	0	0	0	0	0	0	0	0	0	of Swords	thorns	0		0		0	tors	shld	circ	belt									
344	of Malice	Attacker Takes Damage of #	100	1	1	60		48				48	6	54	0	8	15	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Malice	thorns	0		0		0	jewl												
345	of Light	+# to Light Radius & +# to Attack Rating	100	1	1	1	5	1				48	25	73	0	1	1	15	0	10	10	-1	0	0	0		10	12	55	50	0	0	0	0	0	0	0	0	0	0	of Light	light	0	att	0		0	ring	amul	rod	armo									
346	of Light	+# to Light Radius & +# to Attack Rating	100	1	1	6	45	4				12	25	73	0	1	1	15	0	15	15	-1	0	0	0		50	55	10	12	0	0	0	0	0	0	0	0	0	0	of Light	light	0	att	0		0	armo	rod	ring	amul									
347	of Radiance	+# to Light Radius & +# to Attack Rating	100	1	1	15	65	11				12	25	73	0	3	3	15	0	30	30	-1	0	0	0		55	50	10	12	0	0	0	0	0	0	0	0	0	0	of Radiance	light	0	att	0		0	rod	armo	ring	amul									
348	of the Sun	+# to Light Radius & #% Bonus to Attack Rating	100	1	1	17		12				12	25	73	0	5	5	96	0	5	5	-1	0	0	0		55	50	12	10	0	0	0	0	0	0	0	0	0	0	of the Sun	light	0	att%	0		0	rod	armo	amul	ring									
349	of Chance	#% Better Chance of Getting Magic Items	100	1	1	12	50	9				48	22	59	0	5	12	-1	0	0	0	-1	0	0	0		15	16	10	12	75	0	0	0	0	0	0	0	0	0	of Chance	mag%	0		0		0	boot	glov	ring	amul	circ								
350	of Fortune	#% Better Chance of Getting Magic Items	100	1	1	16		12				48	22	59	0	13	20	-1	0	0	0	-1	0	0	0	lgld	15	16	12	75	10	0	0	0	0	0	0	0	0	0	of Fortune	mag%	0		0		0	boot	glov	amul	circ	ring								
351	of Fortune	#% Better Chance of Getting Magic Items	100	1	1	26		19				48	22	59	0	21	25	-1	0	0	0	-1	0	0	0	lgld	15	16	12	75	10	0	0	0	0	0	0	0	0	0	of Fortune	mag%	0		0		0	boot	glov	amul	circ	ring								
352	of Luck	#% Better Chance of Getting Magic Items	100	1	1	36		31				48	22	59	0	26	35	-1	0	0	0	-1	0	0	0	lgld	15	12	75	0	0	0	0	0	0	0	0	0	0	0	of Luck	mag%	0		0		0	boot	amul	circ										
353	of Luck	#% Better Chance of Getting Magic Items	100	1	1	53		48				48	22	59	0	36	50	-1	0	0	0	-1	0	0	0	lgld	12	75	0	0	0	0	0	0	0	0	0	0	0	0	of Luck	mag%	0		0		0	amul	circ											
354	of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	26	35	19				24	22	59	0	5	10	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Prosperity	mag%	0		0		0	jewl												
355	of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	50		47				24	22	59	0	11	15	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Prosperity	mag%	0		0		0	jewl												
356	of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	80		75				12	22	59	0	16	20	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Prosperity	mag%	0		0		0	jewl												
357	of Greed	#% Extra Gold from Monsters	100	1	1	1		1				48	21	58	0	25	40	-1	0	0	0	-1	0	0	0		10	12	75	0	0	0	0	0	0	0	0	0	0	0	of Greed	gold%	0		0		0	ring	amul	circ										
358	of Wealth	#% Extra Gold from Monsters	100	1	1	17		12				48	21	58	0	41	80	-1	0	0	0	-1	0	0	0	lgld	15	16	19	12	75	0	0	0	0	0	0	0	0	0	of Wealth	gold%	0		0		0	boot	glov	belt	amul	circ								
359	of Avarice	#% Extra Gold from Monsters	100	1	1	1		1				48	21	58	0	10	30	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Avarice	gold%	0		0		0	jewl												
360	of Simplicity	Requirements -#%	100	1	1	25		18				24	30	75	0	-30	-30	-1	0	0	0	-1	0	0	0		3	45	51	0	0	0	0	55	68	0	0	0	0	0	of Simplicity	ease	0		0		0	tors	weap	shld					rod	orb				
361	of Ease	Requirements -#%	100	1	1	15		11				36	30	75	0	-20	-20	-1	0	0	0	-1	0	0	0		3	45	51	0	0	0	0	55	68	0	0	0	0	0	of Ease	ease	0		0		0	tors	weap	shld					rod	orb				
362	of Freedom	Requirements -#%	100	1	1	1		1				36	30	75	0	-15	-15	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Freedom	ease	0		0		0	jewl												
363	of Self-Repair	Repairs 1 durability in # seconds	100	1	1	3	40	1				36	37	174	3	0	0	-1	0	0	0	-1	0	0	0		45	50	51	0	0	0	0	48	47	0	0	0	0	0	of Self-Repair	rep-dur		0		0	weap	armo	shld					thro	miss				
364	of Fast Repair	Repairs 1 durability in # seconds	100	1	1	20		12				12	37	174	5	0	0	-1	0	0	0	-1	0	0	0		45	50	51	0	0	0	0	48	47	0	0	0	0	0	of Fast Repair	rep-dur		0		0	weap	armo	shld					thro	miss				
365	of Ages	Indestructible	100	1	1	50		42				12	39	217	0	1	1	-1	0	0	0	-1	0	0	0		45	50	51	0	0	0	0	48	47	0	0	0	0	0	of Ages	indestruct	0		0		0	weap	armo	shld					thro	miss				
366	of Replenishing	Replenishes quantity	100	1	1	5		3				72	39	175	5	0	0	-1	0	0	0	-1	0	0	0		48	0	0	0	0	0	0	0	0	0	0	0	0	0	of Replenishing	rep-quant		0		0	thro												
367	of Propogation	Replenishes quantity	100	1	1	24		18				60	39	175	10	0	0	-1	0	0	0	-1	0	0	0		48	0	0	0	0	0	0	0	0	0	0	0	0	0	of Propogation	rep-quant		0		0	thro												
368	of Piercing	Ignore Target's Defense	100	1	1	25		18				24	4	92	0	1	1	-1	0	0	0	-1	0	0	0		55	32	67	0	0	0	0	0	0	0	0	0	0	0	of Piercing	ignore-ac	0		0		0	rod	knif	h2h										
369	of Piercing	Ignore Target's Defense	100	1	1	77		70				24	4	92	0	1	1	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Piercing	ignore-ac	0		0		0	weap												
370	of Bashing	-#% Target Defense	100	1	1	16		12				48	5	93	0	5	10	-1	0	0	0	-1	0	0	0		57	47	0	0	0	0	0	25	26	68	0	0	0	0	of Bashing	reduce-ac	0		0		0	blun	miss						wand	staf	orb			
371	of Puncturing	-#% Target Defense	100	1	1	6		4				48	5	93	0	11	20	-1	0	0	0	-1	0	0	0		33	32	67	47	0	0	0	0	0	0	0	0	0	0	of Puncturing	reduce-ac	0		0		0	spea	knif	h2h	miss									
372	of Blocking	#% Increased Chance of Blocking	100	1	1	1		1				84	8	16	0	10	19	83	0	15	15	-1	0	0	0		51	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blocking	block	0	block2	0		0	shld												
373	of Deflecting	#% Increased Chance of Blocking	100	1	1	11		8				76	8	16	0	20	30	83	0	30	30	-1	0	0	0		51	0	0	0	0	0	0	0	0	0	0	0	0	0	of Deflecting	block	0	block2	0		0	shld												
374	of the Apprentice	+#% Faster Cast Rate	100	1	1	5		3				72	9	85	0	10	10	-1	0	0	0	-1	0	0	0		55	10	12	68	75	0	0	0	0	0	0	0	0	0	of the Apprentice	cast1	0		0		0	rod	ring	amul	orb	circ								
375	of the Magus	+#% Faster Cast Rate	100	1	1	29		21				60	9	87	0	20	20	-1	0	0	0	-1	0	0	0		55	68	75	0	0	0	0	24	0	0	0	0	0	0	of the Magus	cast3	0		0		0	rod	orb	circ					scep					
376	of Vileness	Prevent Monster Heal	100	1	1	9		6				36	20	94	0	1	1	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	55	68	0	0	0	0	0	of Vileness	noheal	0		0		0	weap							rod	orb				
377	of Vileness	Prevent Monster Heal	100	1	1	44		37				36	20	94	0	1	1	-1	0	0	0	-1	0	0	0		16	19	0	0	0	0	0	0	0	0	0	0	0	0	of Vileness	noheal	0		0		0	glov	belt											
378	of the Bear	Knockback	100	1	1	8		6				36	24	60	0	1	1	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Bear	knock	0		0		0	weap												
379	of Bartering1	Reduces all Vendor Prices #%	100	1	1	13		9				12	63	229	0	1	2	-1	0	0	0	-1	0	0	0		45	10	12	0	0	0	0	0	0	0	0	0	0	0	of Bartering1	cheap	0		0		0	weap	ring	amul										
380	of Haggling1	Reduces all Vendor Prices #%	100	1	1	33		28				8	63	229	0	3	4	-1	0	0	0	-1	0	0	0		45	10	12	0	0	0	0	0	0	0	0	0	0	0	of Haggling1	cheap	0		0		0	weap	ring	amul										
381	of Charming1	Reduces all Vendor Prices #%	100	1	1	57		45				6	63	229	0	5	6	-1	0	0	0	-1	0	0	0		45	10	12	0	0	0	0	0	0	0	0	0	0	0	of Charming1	cheap	0		0		0	weap	ring	amul										
382	Startling	Slows Target by #%	100	1	1	16		13				24	64	114	0	5	10	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	Startling	slow	0		0		0	weap	glov											
383	Stunning1	Slows Target by #%	100	1	1	32		27				24	64	114	0	11	15	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	Stunning1	slow	0		0		0	weap	glov											
384	Daze1	Slows Target by #%	100	1	1	46		41				24	64	114	0	16	20	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	Daze1	slow	0		0		0	weap	glov											
385	Paralysis1	Slows Target by #%	100	1	1	62		56				24	64	114	0	21	25	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	Paralysis1	slow	0		0		0	weap												
386	of Blindness1	Hit Blinds Target +#	100	1	1	23		20				12	65	91	0	1	1	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blindness1	stupidity	0		0		0	weap												
387	of Blindness1	Hit Blinds Target +#	100	1	1	44		38				12	65	91	0	2	2	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blindness1	stupidity	0		0		0	weap												
388	of Blindness1	Hit Blinds Target +#	100	1	1	61		57				12	65	91	0	3	3	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blindness1	stupidity	0		0		0	weap												
389	of Reanimation1	Reanimate As: [Returned]	100	1	1	51		47				12	66	117	5	3	5	-1	0	0	0	-1	0	0	0		45	16	12	0	0	0	0	0	0	0	0	0	0	0	of Reanimation1	reanimate	5		0		0	weap	glov	amul										
390	of Inner Sight	#% Chance to cast level # [Skill] when struck	100	1	1	19		19		ama	1	1	77	128	8	4	6	-1	0	0	0	-1	0	0	0		12	60	75	16	0	0	0	0	0	0	0	0	0	0	of Inner Sight	gethit-skill	8		0		0	amul	amaz	circ	glov									
391	of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	12	34	12		ama	12	1	77	128	17	5	1	-1	0	0	0	-1	0	0	0		60	16	12	0	0	0	0	0	0	0	0	0	0	0	of Slow Missiles	gethit-skill	17		0		0	amaz	glov	amul										
392	of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	34	65	33		ama	12	1	77	128	17	8	5	-1	0	0	0	-1	0	0	0		60	16	12	0	0	0	0	0	0	0	0	0	0	0	of Slow Missiles	gethit-skill	17		0		0	amaz	glov	amul										
393	of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	65		33		ama	12	1	77	128	17	10	8	-1	0	0	0	-1	0	0	0		60	16	12	0	0	0	0	0	0	0	0	0	0	0	of Slow Missiles	gethit-skill	17		0		0	amaz	glov	amul										
394	of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	30	65	33		ama	30	1	77	128	31	25	3	-1	0	0	0	-1	0	0	0		47	85	16	0	0	0	0	0	0	0	0	0	0	0	of Freezing Arrows	gethit-skill	31		0		0	miss	abow	glov										
395	of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	65		67		ama	30	1	77	128	31	100	5	-1	0	0	0	-1	0	0	0		85	47	0	0	0	0	0	0	0	0	0	0	0	0	of Freezing Arrows	gethit-skill	31		0		0	abow	miss											
396	of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	128	36	3	1	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Fire Bolts	gethit-skill	36		0		0	weap	ring	circ										
397	of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	128	36	5	4	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Fire Bolts	gethit-skill	36		0		0	weap	ring	circ										
398	of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	128	36	7	7	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Fire Bolts	gethit-skill	36		0		0	weap	ring	circ										
399	of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	128	38	3	1	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Charged Bolts	gethit-skill	38		0		0	weap	ring	circ										
400	of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	128	38	5	4	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Charged Bolts	gethit-skill	38		0		0	weap	ring	circ										
401	of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	128	38	7	7	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Charged Bolts	gethit-skill	38		0		0	weap	ring	circ										
402	of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	128	39	3	1	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Bolts	gethit-skill	39		0		0	weap	ring	circ										
403	of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	128	39	5	4	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Bolts	gethit-skill	39		0		0	weap	ring	circ										
404	of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	128	39	7	7	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Bolts	gethit-skill	39		0		0	weap	ring	circ										
405	of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		sor	1	1	77	128	40	8	1	-1	0	0	0	-1	0	0	0		68	3	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Armor	gethit-skill	40		0		0	orb	tors											
406	of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	30		35		sor	1	1	77	128	40	13	4	-1	0	0	0	-1	0	0	0		68	3	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Armor	gethit-skill	40		0		0	orb	tors											
407	of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		sor	6	1	77	128	42	3	4	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Static Field	gethit-skill	42		0		0	weap	ring	circ										
408	of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		sor	6	1	77	128	42	7	9	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Static Field	gethit-skill	42		0		0	weap	ring	circ										
409	of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		sor	6	1	77	128	44	6	3	-1	0	0	0	-1	0	0	0		45	12	75	0	0	0	0	0	0	0	0	0	0	0	of Frost Novas	gethit-skill	44		0		0	weap	amul	circ										
410	of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	24		23		sor	6	1	77	128	44	8	7	-1	0	0	0	-1	0	0	0		45	12	75	0	0	0	0	0	0	0	0	0	0	0	of Frost Novas	gethit-skill	44		0		0	weap	amul	circ										
411	of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		sor	6	1	77	128	45	4	2	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Blasts	gethit-skill	45		0		0	weap	ring	circ										
412	of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	24		24		sor	6	1	77	128	45	9	8	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Blasts	gethit-skill	45		0		0	weap	ring	circ										
413	of Blazing	#% Chance to cast level # [Skill] when struck	100	1	1	18	34	18		sor	12	1	77	128	46	20	4	-1	0	0	0	-1	0	0	0		26	68	15	0	0	0	0	0	0	0	0	0	0	0	of Blazing	gethit-skill	46		0		0	staf	orb	boot										
414	of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	18	32	18		sor	12	1	77	128	47	5	5	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Balls	gethit-skill	47		0		0	weap												
415	of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	32	60	33		sor	12	1	77	128	47	7	12	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Balls	gethit-skill	47		0		0	weap												
416	of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	60		63		sor	12	1	77	128	47	8	20	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Balls	gethit-skill	47		0		0	weap												
417	of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	28	60	32		sor	12	1	77	128	48	6	9	-1	0	0	0	-1	0	0	0		45	51	0	0	0	0	0	0	0	0	0	0	0	0	of Novas	gethit-skill	48		0		0	weap	shld											
418	of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	60		61		sor	12	1	77	128	48	12	15	-1	0	0	0	-1	0	0	0		45	51	0	0	0	0	0	0	0	0	0	0	0	0	of Novas	gethit-skill	48		0		0	weap	shld											
419	of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	18		sor	12	1	77	128	49	8	7	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning	gethit-skill	49		0		0	weap												
420	of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	48	40	48		sor	12	1	77	128	49	8	17	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning	gethit-skill	49		0		0	weap												
421	of Shiver Armor	#% Chance to cast level # [Skill] when struck	100	1	1	20		20		sor	12	1	77	128	50	12	9	-1	0	0	0	-1	0	0	0		45	3	0	0	0	0	0	0	0	0	0	0	0	0	of Shiver Armor	gethit-skill	50		0		0	weap	tors											
422	of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	24	45	24		sor	18	1	77	128	51	4	7	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Walls	gethit-skill	51		0		0	weap												
423	of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	45		45		sor	18	1	77	128	51	7	16	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Walls	gethit-skill	51		0		0	weap												
424	of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		sor	18	1	77	128	52	8	11	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Enchantment	gethit-skill	52		0		0	weap												
425	of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	36		36		sor	18	1	77	128	52	11	19	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Enchantment	gethit-skill	52		0		0	weap												
426	of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	24	46	24		sor	18	1	77	128	53	6	6	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Chain Lightning	gethit-skill	53		0		0	weap												
427	of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	46		45		sor	18	1	77	128	53	9	17	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Chain Lightning	gethit-skill	53		0		0	weap												
428	of Teleportation	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		sor	18	1	77	128	54	10	1	-1	0	0	0	-1	0	0	0		45	12	0	0	0	0	0	0	0	0	0	0	0	0	of Teleportation	gethit-skill	54		0		0	weap	amul											
429	of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	18	40	18		sor	18	1	77	128	55	6	9	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Glacial Spikes	gethit-skill	55		0		0	weap												
430	of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	40		40		sor	18	1	77	128	55	9	16	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Glacial Spikes	gethit-skill	55		0		0	weap												
431	of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	32	62	32		sor	24	1	77	128	56	4	7	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Meteors	gethit-skill	56		0		0	weap												
432	of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	62		65		sor	24	1	77	128	56	8	18	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Meteors	gethit-skill	56		0		0	weap												
433	of Thunder Storm	#% Chance to cast level # [Skill] when struck	100	1	1	24	55	25		sor	24	1	77	128	57	12	9	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Thunder Storm	gethit-skill	57		0		0	weap												
434	of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	24	45	25		sor	24	1	77	128	58	7	6	-1	0	0	0	-1	0	0	0		45	104	0	0	0	0	0	0	0	0	0	0	0	0	of Energy Shield	gethit-skill	58		0		0	weap	helm											
435	of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	45		45		sor	24	1	77	128	58	10	13	-1	0	0	0	-1	0	0	0		104	45	0	0	0	0	0	0	0	0	0	0	0	0	of Energy Shield	gethit-skill	58		0		0	helm	weap											
436	of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	29	57	29		sor	24	1	77	128	59	9	6	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blizzards	gethit-skill	59		0		0	weap												
437	of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	57		60		sor	24	1	77	128	59	14	17	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blizzards	gethit-skill	59		0		0	weap												
438	of Chilling Armor	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		sor	24	1	77	128	60	15	12	-1	0	0	0	-1	0	0	0		45	3	0	0	0	0	0	0	0	0	0	0	0	0	of Chilling Armor	gethit-skill	60		0		0	weap	tors											
439	of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	34	80	34		sor	30	1	77	128	62	6	3	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Hydras	gethit-skill	62		0		0	weap												
440	of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		sor	30	1	77	128	62	12	19	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Hydras	gethit-skill	62		0		0	weap												
441	of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	30	80	33		sor	30	1	77	128	64	4	3	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Orbs	gethit-skill	64		0		0	weap												
442	of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		sor	30	1	77	128	64	4	22	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Orbs	gethit-skill	64		0		0	weap												
443	of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	1	77	128	66	4	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Amplify Damage	gethit-skill	66		0		0	weap	head											
444	of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	18		20		nec	1	1	77	128	66	8	12	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Amplify Damage	gethit-skill	66		0		0	weap	head											
445	of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	1	77	128	67	17	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Teeth	gethit-skill	67		0		0	weap	head											
446	of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	18		18		nec	1	1	77	128	67	8	20	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Teeth	gethit-skill	67		0		0	weap	head											
447	of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		nec	1	1	77	128	68	5	1	-1	0	0	0	-1	0	0	0		45	3	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Armor	gethit-skill	68		0		0	weap	tors	head										
